id,tokens,slots,intent
3274,"Coon Chicken Inn restaurant for 1 am for me, clarice and debbie",B-restaurant_name I-restaurant_name I-restaurant_name B-restaurant_type O B-timeRange I-timeRange O B-party_size_description I-party_size_description I-party_size_description I-party_size_description,BookRestaurant
3275,book a restaurant for cupcakes for ten,O O B-restaurant_type O B-served_dish O B-party_size_number,BookRestaurant
3276,book a table with wifi in Delaware at a restaurant in one minute,O O O O B-facility O B-state O O B-restaurant_type B-timeRange I-timeRange I-timeRange,BookRestaurant
3277,I want to go to an outdoor cafe in Pioneer Day,O O O O O O B-facility B-restaurant_type O B-timeRange I-timeRange,BookRestaurant
3278,Book a table at the top-rated taverna in North Korea,O O O O O B-sort B-restaurant_type O B-country I-country,BookRestaurant
3279,Please book me a table for three at an american gastropub,O O O O O O B-party_size_number O O B-cuisine B-restaurant_type,BookRestaurant
3280,I want a table for 5 next fall om Curacao,O O O O O B-party_size_number B-timeRange I-timeRange O B-country,BookRestaurant
3281,"casey chavez, lucinda and karina want to eat at a diner on december the 7th",B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O O B-restaurant_type O B-timeRange I-timeRange I-timeRange,BookRestaurant
3282,I need a reservation for a brasserie place for a party of two,O O O O O O B-restaurant_type O O O O O B-party_size_number,BookRestaurant
3283,I need a reservation for a tea house in Maple Glen for four people,O O O O O O B-restaurant_type I-restaurant_type O B-city I-city O B-party_size_number O,BookRestaurant
3284,book a restaurant for 5,O O B-restaurant_type O B-party_size_number,BookRestaurant
3285,Book a brasserie type restaurant that serves pizzas in AMerican Samoa,O O B-restaurant_type O B-restaurant_type O O B-served_dish O B-state I-state,BookRestaurant
3286,Book a reservation for a bistro,O O O O O B-restaurant_type,BookRestaurant
3287,Book the Dunbrody Country House Hotel in NE for 8 people,O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-state O B-party_size_number O,BookRestaurant
3288,"Book reservations at a restaurant in Niue for me, edna and glenda",O O O O B-restaurant_type O B-country O B-party_size_description I-party_size_description I-party_size_description I-party_size_description,BookRestaurant
3289,book a spot for six at a restaurant that serves fish and chips,O O O O B-party_size_number O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish,BookRestaurant
3290,"Please make me reservations somewhere for eight people in Foley , NV",O O O O O O B-party_size_number O O B-city O B-state,BookRestaurant
3291,I require a reservation for one at the most highly rated restaurant in Uzbekistan,O O O O O B-party_size_number O O O B-sort I-sort B-restaurant_type O B-country,BookRestaurant
3292,book in Bolivia a brasserie for tourte food,O O B-country O B-restaurant_type O B-served_dish O,BookRestaurant
3293,Book a restaurant for 9 people,O O B-restaurant_type O B-party_size_number O,BookRestaurant
3294,Book a restaurant for 3 in New Mexico,O O B-restaurant_type O B-party_size_number O B-state I-state,BookRestaurant
3295,"I would like to book at a pub on mar 8, 2020 that is close to Broadway-Lafayette St for my daughters and I",O O O O O O O B-restaurant_type O B-timeRange I-timeRange I-timeRange O O B-spatial_relation O B-poi I-poi O B-party_size_description I-party_size_description I-party_size_description I-party_size_description,BookRestaurant
3296,book a spot in the same area as Yankee Doodle Coffee Shop in Madagascar,O O O B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-country,BookRestaurant
3297,Book me a table for 8 at a restaurant for seven pm,O O O O O B-party_size_number O O B-restaurant_type O B-timeRange I-timeRange,BookRestaurant
3298,I want tables for 6 at a kosher steakhouse around Kosovo,O O O O B-party_size_number O O B-cuisine B-restaurant_type B-spatial_relation B-country,BookRestaurant
3299,Book a popular tuscan restaurant for 7 people in West Richfield,O O B-sort B-cuisine B-restaurant_type O B-party_size_number O O B-city I-city,BookRestaurant
3300,Book me a table for 3 at TKK Fried Chicken in Sri Lanka,O O O O O B-party_size_number O B-restaurant_name I-restaurant_name I-restaurant_name O B-country I-country,BookRestaurant
3301,me and edith want to eat in Coventry Lake,B-party_size_description I-party_size_description I-party_size_description O O O O B-city I-city,BookRestaurant
3302,I want to check out a pub that has internet in Homer City,O O O O O O B-restaurant_type O O B-facility O B-city I-city,BookRestaurant
3303,Please book a brasserie restaurant for eight in Ireland,O O O B-restaurant_type I-restaurant_type O B-party_size_number O B-country,BookRestaurant
3304,Book a restaurant near the City of Wakefield for 5 people,O O B-restaurant_type B-spatial_relation O B-poi I-poi I-poi O B-party_size_number O,BookRestaurant
3305,I would like to book a goan restaurant for 8,O O O O O O B-cuisine B-restaurant_type O B-party_size_number,BookRestaurant
3306,I want to book a pub in MS that serves festoni,O O O O O B-restaurant_type O B-state O O B-served_dish,BookRestaurant
3307,book a table around London Borough of Ealing that is highly rated in a gluten free bar,O O O B-spatial_relation B-poi I-poi I-poi I-poi O O B-sort I-sort O O B-cuisine I-cuisine B-restaurant_type,BookRestaurant
3308,I want to book a restaurant for a year from now in Maine,O O O O O B-restaurant_type O B-timeRange I-timeRange I-timeRange I-timeRange O B-state,BookRestaurant
3309,I want to eat at a highly rated food court,O O O O O O B-sort I-sort B-restaurant_type I-restaurant_type,BookRestaurant
3310,need a table at a restaurant serving foie gras on halloween for two at Northern Mariana Islands,O O O O O B-restaurant_type O B-served_dish I-served_dish O B-timeRange O B-party_size_number O B-state I-state I-state,BookRestaurant
3311,I need to book a restaurant in Utah in 5 years and a half from now,O O O O O B-restaurant_type O B-state O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant
3312,I need a table at a steakhouse in Encino that serves meatcake,O O O O O O B-restaurant_type O B-city O O B-served_dish,BookRestaurant
3313,"want to eat at Diners of Allentown, Pennsylvania on purim",O O O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-timeRange,BookRestaurant
3314,"Please book a restaurant in Village Green , CA",O O O B-restaurant_type O B-city I-city O B-state,BookRestaurant
3315,Book the City Tavern in Holiday KS,O O B-restaurant_name I-restaurant_name O B-city B-state,BookRestaurant
3316,book a spot at the best steakhouse in Florida,O O O O O B-sort B-restaurant_type O B-state,BookRestaurant
3317,book a highly rated bar in Curacao for one,O O B-sort I-sort B-restaurant_type O B-country O B-party_size_number,BookRestaurant
3318,"book me a restaurant for me, geneva and wilda for now in Blacksville",O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-timeRange O B-city,BookRestaurant
3319,Book a restaurant in the Dominican Republic in one minute for a party of eight,O O B-restaurant_type O O B-country I-country B-timeRange I-timeRange I-timeRange O O O O B-party_size_number,BookRestaurant
3320,Make me a reservation at a bar for a party of 7 in indonesian,O O O O O O B-restaurant_type O O O O B-party_size_number O B-cuisine,BookRestaurant
3321,book a stuffed peppers serving bakery for 9 at Woodsfield VI,O O B-served_dish I-served_dish O B-restaurant_type O B-party_size_number O B-city B-state,BookRestaurant
3322,book at Tavern on the Green for in 1 minute in CO,O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-timeRange I-timeRange I-timeRange O B-state,BookRestaurant
3323,book a spot at a taverna with internet in Mississippi,O O O O O B-restaurant_type O B-facility O B-state,BookRestaurant
3324,Make a reservation for eunice thompson and elisa martin in the Virgin Islands in one minute,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-state I-state B-timeRange I-timeRange I-timeRange,BookRestaurant
3325,my brother in law and I would like to go to Guinea-Bissau for food,B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O O B-country O O,BookRestaurant
3326,Need a booking for a party of five at a restaurant in French Polynesia,O O O O O O O B-party_size_number O O B-restaurant_type O B-country I-country,BookRestaurant
3327,book a carolina style restaurant in North Korea for my grandkid and I,O O B-served_dish I-served_dish B-restaurant_type O B-country I-country O B-party_size_description I-party_size_description I-party_size_description I-party_size_description,BookRestaurant
3328,book a table at a tea house in 21 hours in Northern Mariana Islands,O O O O O B-restaurant_type I-restaurant_type B-timeRange I-timeRange I-timeRange O B-state I-state I-state,BookRestaurant
3329,book a spot for one at a restaurant in ID,O O O O B-party_size_number O O B-restaurant_type O B-state,BookRestaurant
3330,"Book a bar for six on July eighth, 2023 in the same area in Equatorial Guinea which serves rillettes",O O B-restaurant_type O B-party_size_number O B-timeRange I-timeRange I-timeRange B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation O B-country I-country O O B-served_dish,BookRestaurant
3331,I want to book a restaurant for ten this summer,O O O O O B-restaurant_type O B-party_size_number B-timeRange I-timeRange,BookRestaurant
3332,Find me a table at a european bar for six in the neighboring downtown area,O O O O O O B-cuisine B-restaurant_type O B-party_size_number O O B-spatial_relation B-poi B-spatial_relation,BookRestaurant
3333,Book a reservation for me and my step sister in Nebraska in two seconds,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-state B-timeRange I-timeRange I-timeRange,BookRestaurant
3334,I want to book a pastelaria cafe in Alabama for me and my great grandfather,O O O O O B-cuisine B-restaurant_type O B-state O B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description,BookRestaurant
3335,Book a cafeteria that serves bagels for six people,O O B-restaurant_type O O B-served_dish O B-party_size_number O,BookRestaurant
3336,"book a highly rated gastropub that has a pastelaria in Blue Anchor , MD in 55 weeks for my brother in law and I",O O B-sort I-sort B-restaurant_type O O O B-cuisine O B-city I-city O B-state B-timeRange I-timeRange I-timeRange O B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description,BookRestaurant
3337,"Please book a restaurant for six members on Jul 13, 2036",O O O B-restaurant_type O B-party_size_number O O B-timeRange I-timeRange I-timeRange,BookRestaurant
3338,I'd like to eat at a restaurant around China with a party of 7 anywhere that serves ouzeri,O O O O O O B-restaurant_type B-spatial_relation B-country O O O O B-party_size_number O O O B-cuisine,BookRestaurant
3339,I want to book a bar in Bonaparte Palau,O O O O O B-restaurant_type O B-city B-state,BookRestaurant
3340,gwen carter and I want a reservation in the Dominican Republic,B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O O B-country I-country,BookRestaurant
3341,I need a reservation for The Original House of Pies with three people in Plandome Manor PA,O O O O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-party_size_number O O B-city I-city B-state,BookRestaurant
3342,"I want to book a bar in Bow Mar , New Mexico",O O O O O B-restaurant_type O B-city I-city O B-state I-state,BookRestaurant
